coid,zdate
4572,2020-04-10
4566,2019-01-09
4566,2019-02-14
4566,2019-03-08
4566,2019-04-09
4566,2019-05-09
4566,2019-06-06
4566,2019-07-09
4566,2019-08-08
4566,2019-09-09
4566,2019-10-09
4566,2019-11-08
4566,2019-12-09
4566,2020-01-09
4566,2020-02-12
4566,2020-03-05
4566,2020-04-09
4564,2019-01-08
4564,2019-02-12
4564,2019-03-08
4564,2019-04-08
4564,2019-05-07
4564,2019-06-06
4564,2019-07-08
4564,2019-08-08
4564,2019-09-06
4564,2019-10-08
4564,2019-11-08
4564,2019-12-09
4564,2020-01-09
4564,2020-02-10
4564,2020-03-09
4564,2020-04-09
4562,2019-01-10
4562,2019-02-15
4562,2019-03-11
4562,2019-04-09
4562,2019-05-10
4562,2019-06-10
4562,2019-07-10
4562,2019-08-12
4562,2019-09-10
4562,2019-10-09
4562,2019-11-11
4562,2019-12-10
4562,2020-01-10
4562,2020-02-10
4562,2020-03-10
4562,2020-04-09
4555,2019-01-09
4555,2019-02-14
4555,2019-03-08
4555,2019-04-09
4555,2019-05-08
4555,2019-06-06
4555,2019-07-09
4555,2019-08-07
4555,2019-09-06
4555,2019-10-09
4555,2019-11-08
4555,2019-12-05
4555,2020-01-08
4555,2020-02-10
4555,2020-03-06
4555,2020-04-07
4551,2019-01-07
4551,2019-02-12
4551,2019-03-07
4551,2019-04-03
4551,2019-05-06
4551,2019-06-04
4551,2019-07-04
4551,2019-08-05
4551,2019-09-03
4551,2019-10-07
4551,2019-11-06
4551,2019-12-04
4551,2020-01-07
4551,2020-02-10
4551,2020-03-04
4551,2020-04-09
4545,2019-01-10
4545,2019-02-13
4545,2019-03-08
4545,2019-04-10
4545,2019-05-10
4545,2019-06-10
4545,2019-07-10
4545,2019-08-08
4545,2019-09-10
4545,2019-10-09
4545,2019-11-08
4545,2019-12-10
4545,2020-01-10
4545,2020-02-14
4545,2020-03-10
4545,2020-04-10
4540,2019-01-07
4540,2019-02-11
4540,2019-03-08
4540,2019-04-08
4540,2019-05-08
4540,2019-06-06
4540,2019-07-08
4540,2019-08-06
4540,2019-09-06
4540,2019-10-07
4540,2019-11-08
4540,2019-12-06
4540,2020-01-07
4540,2020-02-07
4540,2020-03-05
4540,2020-04-09
4536,2019-01-10
4536,2019-02-15
4536,2019-03-08
4536,2019-04-10
4536,2019-05-10
4536,2019-06-10
4536,2019-07-10
4536,2019-08-09
4536,2019-09-10
4536,2019-10-09
4536,2019-11-08
4536,2019-12-10
4536,2020-01-10
4536,2020-02-14
4536,2020-03-10
4536,2020-04-10
4532,2019-01-07
4532,2019-02-11
4532,2019-03-07
4532,2019-04-08
4532,2019-05-06
4532,2019-06-06
4532,2019-07-08
4532,2019-08-08
4532,2019-09-09
4532,2019-10-07
4532,2019-11-06
4532,2019-12-06
4532,2020-01-07
4532,2020-02-14
4532,2020-03-06
4532,2020-04-07
4526,2019-01-10
4526,2019-02-15
4526,2019-03-11
4526,2019-04-10
4526,2019-05-10
4526,2019-06-10
4526,2019-07-10
4526,2019-08-12
4526,2019-09-10
4526,2019-10-14
4526,2019-11-11
4526,2019-12-10
4526,2020-01-10
4526,2020-02-14
4526,2020-03-10
4526,2020-04-10
4438,2019-01-09
4438,2019-02-13
4438,2019-03-07
4438,2019-04-09
4438,2019-05-09
4438,2019-06-06
4438,2019-07-08
4438,2019-08-07
4438,2019-09-06
4438,2019-10-08
4438,2019-11-08
4438,2019-12-09
4438,2020-01-09
4438,2020-02-07
4438,2020-03-09
4438,2020-04-09
4426,2019-01-10
4426,2019-02-15
4426,2019-03-08
4426,2019-04-10
4426,2019-05-10
4426,2019-06-10
4426,2019-07-10
4426,2019-08-09
4426,2019-09-10
4426,2019-10-09
4426,2019-11-08
4426,2019-12-10
4426,2020-01-10
4426,2020-02-10
4426,2020-03-10
4426,2020-04-10
4414,2019-01-10
4414,2019-02-15
4414,2019-03-11
4414,2019-04-10
4414,2019-05-10
4414,2019-06-10
4414,2019-07-10
4414,2019-08-12
4414,2019-09-10
4414,2019-10-14
4414,2019-11-11
4414,2019-12-10
4414,2020-01-10
4414,2020-02-15
4414,2020-03-10
4414,2020-04-10
4306,2019-01-10
4306,2019-02-15
4306,2019-03-08
4306,2019-04-10
4306,2019-05-10
4306,2019-06-10
4306,2019-07-10
4306,2019-08-12
4306,2019-09-09
4306,2019-10-09
4306,2019-11-08
4306,2019-12-10
4306,2020-01-10
4306,2020-02-14
4306,2020-03-10
4306,2020-04-09
4164,2019-01-10
4164,2019-02-14
4164,2019-03-11
4164,2019-04-10
4164,2019-05-09
4164,2019-06-10
4164,2019-07-10
4164,2019-08-12
4164,2019-09-10
4164,2019-10-13
4164,2019-11-08
4164,2019-12-10
4164,2020-01-10
4164,2020-02-07
4164,2020-03-09
4164,2020-04-10
4155,2019-01-10
4155,2019-02-15
4155,2019-03-08
4155,2019-04-10
4155,2019-05-10
4155,2019-06-10
4155,2019-07-10
4155,2019-08-08
4155,2019-09-10
4155,2019-10-09
4155,2019-11-08
4155,2019-12-10
4155,2020-01-09
4155,2020-02-10
4155,2020-03-09
4155,2020-04-10
4142,2019-01-10
4142,2019-02-15
4142,2019-03-08
4142,2019-04-10
4142,2019-05-10
4142,2019-06-06
4142,2019-07-09
4142,2019-08-09
4142,2019-09-09
4142,2019-10-08
4142,2019-11-08
4142,2019-12-09
4142,2020-01-09
4142,2020-02-07
4142,2020-03-09
4142,2020-04-09
4133,2019-01-10
4133,2019-02-11
4133,2019-03-08
4133,2019-04-10
4133,2019-05-10
4133,2019-06-10
4133,2019-07-10
4133,2019-08-08
4133,2019-09-10
4133,2019-10-09
4133,2019-11-07
4133,2019-12-10
4133,2020-01-08
4133,2020-02-10
4133,2020-03-10
4133,2020-04-10
4119,2019-01-09
4119,2019-02-14
4119,2019-03-07
4119,2019-04-09
4119,2019-05-09
4119,2019-06-06
4119,2019-07-09
4119,2019-08-08
4119,2019-09-09
4119,2019-10-08
4119,2019-11-08
4119,2019-12-09
4119,2020-01-09
4119,2020-02-07
4119,2020-03-09
4119,2020-04-09
4108,2019-01-10
4108,2019-02-11
4108,2019-03-08
4108,2019-04-08
4108,2019-05-10
4108,2019-06-06
4108,2019-07-08
4108,2019-08-09
4108,2019-09-10
4108,2019-10-09
4108,2019-11-08
4108,2019-12-06
4108,2020-01-10
4108,2020-02-07
4108,2020-03-10
4108,2020-04-10
4106,2019-01-10
4106,2019-02-15
4106,2019-03-11
4106,2019-04-10
4106,2019-05-10
4106,2019-06-10
4106,2019-07-10
4106,2019-08-12
4106,2019-09-10
4106,2019-10-14
4106,2019-11-11
4106,2019-12-10
4106,2020-01-10
4106,2020-02-15
4106,2020-03-10
4106,2020-04-10
4104,2019-01-09
4104,2019-02-15
4104,2019-03-08
4104,2019-04-10
4104,2019-05-10
4104,2019-06-10
4104,2019-07-09
4104,2019-08-08
4104,2019-09-10
4104,2019-10-09
4104,2019-11-11
4104,2019-12-10
4104,2020-01-10
4104,2020-02-10
4104,2020-03-10
4104,2020-04-10
3712,2019-01-08
3712,2019-02-15
3712,2019-03-08
3712,2019-04-10
3712,2019-05-08
3712,2019-06-06
3712,2019-07-09
3712,2019-08-08
3712,2019-09-09
3712,2019-10-07
3712,2019-11-07
3712,2019-12-09
3712,2020-01-09
3712,2020-02-07
3712,2020-03-06
3712,2020-04-09
3711,2019-01-10
3711,2019-02-13
3711,2019-03-08
3711,2019-04-10
3711,2019-05-09
3711,2019-06-10
3711,2019-07-09
3711,2019-08-09
3711,2019-09-10
3711,2019-10-09
3711,2019-11-08
3711,2019-12-10
3711,2020-01-09
3711,2020-02-10
3711,2020-03-10
3711,2020-04-10
3708,2019-01-02
3708,2019-02-11
3708,2019-03-04
3708,2019-04-02
3708,2019-05-03
3708,2019-06-03
3708,2019-07-02
3708,2019-08-02
3708,2019-09-02
3708,2019-10-04
3708,2019-11-04
3708,2019-12-03
3708,2020-01-02
3708,2020-02-03
3708,2020-03-04
3708,2020-04-01
3706,2019-01-09
3706,2019-02-14
3706,2019-03-08
3706,2019-04-09
3706,2019-05-09
3706,2019-06-10
3706,2019-07-09
3706,2019-08-09
3706,2019-09-09
3706,2019-10-09
3706,2019-11-08
3706,2019-12-09
3706,2020-01-09
3706,2020-02-10
3706,2020-03-09
3706,2020-04-09
3705,2019-01-10
3705,2019-02-15
3705,2019-03-11
3705,2019-04-09
3705,2019-05-10
3705,2019-06-10
3705,2019-07-10
3705,2019-08-09
3705,2019-09-10
3705,2019-10-09
3705,2019-11-08
3705,2019-12-10
3705,2020-01-10
3705,2020-02-10
3705,2020-03-10
3705,2020-04-10
3704,2019-01-10
3704,2019-02-15
3704,2019-03-11
3704,2019-04-10
3704,2019-05-10
3704,2019-06-10
3704,2019-07-10
3704,2019-08-12
3704,2019-09-10
3704,2019-10-09
3704,2019-11-11
3704,2019-12-10
3704,2020-01-10
3704,2020-02-14
3704,2020-03-10
3704,2020-04-10
3703,2019-01-10
3703,2019-02-15
3703,2019-03-10
3703,2019-04-10
3703,2019-05-10
3703,2019-06-10
3703,2019-07-10
3703,2019-08-12
3703,2019-09-10
3703,2019-10-09
3703,2019-11-08
3703,2019-12-10
3703,2020-01-10
3703,2020-02-10
3703,2020-03-10
3703,2020-04-10
3702,2019-01-10
3702,2019-02-15
3702,2019-03-08
3702,2019-04-10
3702,2019-05-10
3702,2019-06-10
3702,2019-07-10
3702,2019-08-09
3702,2019-09-10
3702,2019-10-09
3702,2019-11-08
3702,2019-12-10
3702,2020-01-10
3702,2020-02-10
3702,2020-03-10
3702,2020-04-10
3701,2019-01-10
3701,2019-02-15
3701,2019-03-08
3701,2019-04-10
3701,2019-05-10
3701,2019-06-10
3701,2019-07-10
3701,2019-08-08
3701,2019-09-10
3701,2019-10-14
3701,2019-11-08
3701,2019-12-10
3701,2020-01-10
3701,2020-02-14
3701,2020-03-09
3701,2020-04-10
3698,2019-01-07
3698,2019-02-14
3698,2019-03-05
3698,2019-04-08
3698,2019-05-06
3698,2019-06-05
3698,2019-07-05
3698,2019-08-05
3698,2019-09-05
3698,2019-10-07
3698,2019-11-05
3698,2019-12-05
3698,2020-01-06
3698,2020-02-06
3698,2020-03-05
3698,2020-04-06
3694,2019-01-10
3694,2019-02-12
3694,2019-03-08
3694,2019-04-10
3694,2019-05-10
3694,2019-06-10
3694,2019-07-10
3694,2019-08-08
3694,2019-09-10
3694,2019-10-09
3694,2019-11-08
3694,2019-12-09
3694,2020-01-10
3694,2020-02-10
3694,2020-03-10
3694,2020-04-10
3686,2019-01-04
3686,2019-02-11
3686,2019-03-08
3686,2019-04-03
3686,2019-05-09
3686,2019-06-06
3686,2019-07-05
3686,2019-08-08
3686,2019-09-06
3686,2019-10-09
3686,2019-11-08
3686,2019-12-06
3686,2020-01-10
3686,2020-02-07
3686,2020-03-10
3686,2020-04-10
3682,2019-01-10
3682,2019-02-15
3682,2019-03-08
3682,2019-04-10
3682,2019-05-10
3682,2019-06-10
3682,2019-07-10
3682,2019-08-12
3682,2019-09-10
3682,2019-10-09
3682,2019-11-08
3682,2019-12-09
3682,2020-01-10
3682,2020-02-10
3682,2020-03-10
3682,2020-04-10
3679,2019-01-10
3679,2019-02-15
3679,2019-03-08
3679,2019-04-10
3679,2019-05-10
3679,2019-06-10
3679,2019-07-10
3679,2019-08-12
3679,2019-09-10
3679,2019-10-09
3679,2019-11-08
3679,2019-12-10
3679,2020-01-10
3679,2020-02-14
3679,2020-03-09
3679,2020-04-09
3669,2019-01-07
3669,2019-02-11
3669,2019-03-05
3669,2019-04-08
3669,2019-05-06
3669,2019-06-05
3669,2019-07-05
3669,2019-08-05
3669,2019-09-05
3669,2019-10-05
3669,2019-11-05
3669,2019-12-05
3669,2020-01-06
3669,2020-02-05
3669,2020-03-05
3669,2020-04-06
3653,2019-01-07
3653,2019-02-13
3653,2019-03-07
3653,2019-04-08
3653,2019-05-07
3653,2019-06-06
3653,2019-07-08
3653,2019-08-07
3653,2019-09-06
3653,2019-10-07
3653,2019-11-07
3653,2019-12-06
3653,2020-01-07
3653,2020-02-07
3653,2020-03-06
3653,2020-04-07
3645,2019-01-09
3645,2019-02-14
3645,2019-03-08
3645,2019-04-09
3645,2019-05-08
3645,2019-06-06
3645,2019-07-09
3645,2019-08-12
3645,2019-09-09
3645,2019-10-09
3645,2019-11-08
3645,2019-12-09
3645,2020-01-09
3645,2020-02-10
3645,2020-03-09
3645,2020-04-09
3622,2019-01-10
3622,2019-02-15
3622,2019-03-07
3622,2019-04-09
3622,2019-05-10
3622,2019-06-10
3622,2019-07-10
3622,2019-08-08
3622,2019-09-09
3622,2019-10-09
3622,2019-11-08
3622,2019-12-10
3622,2020-01-10
3622,2020-02-10
3622,2020-03-10
3622,2020-04-09
3617,2019-01-08
3617,2019-02-14
3617,2019-03-08
3617,2019-04-10
3617,2019-05-08
3617,2019-06-10
3617,2019-07-08
3617,2019-08-08
3617,2019-09-06
3617,2019-10-09
3617,2019-11-08
3617,2019-12-06
3617,2020-01-08
3617,2020-02-07
3617,2020-03-09
3617,2020-04-10
3607,2019-01-10
3607,2019-02-15
3607,2019-03-08
3607,2019-04-10
3607,2019-05-10
3607,2019-06-10
3607,2019-07-10
3607,2019-08-08
3607,2019-09-10
3607,2019-10-09
3607,2019-11-08
3607,2019-12-10
3607,2020-01-09
3607,2020-02-14
3607,2020-03-10
3607,2020-04-09
3605,2019-01-10
3605,2019-02-15
3605,2019-03-11
3605,2019-04-10
3605,2019-05-10
3605,2019-06-10
3605,2019-07-10
3605,2019-08-12
3605,2019-09-10
3605,2019-10-14
3605,2019-11-11
3605,2019-12-10
3605,2020-01-10
3605,2020-02-14
3605,2020-03-10
3605,2020-04-10
3596,2019-01-09
3596,2019-02-14
3596,2019-03-08
3596,2019-04-09
3596,2019-05-09
3596,2019-06-06
3596,2019-07-09
3596,2019-08-08
3596,2019-09-09
3596,2019-10-07
3596,2019-11-07
3596,2019-12-09
3596,2020-01-09
3596,2020-02-07
3596,2020-03-09
3596,2020-04-08
3593,2019-01-09
3593,2019-02-15
3593,2019-03-08
3593,2019-04-10
3593,2019-05-10
3593,2019-06-10
3593,2019-07-10
3593,2019-08-09
3593,2019-09-10
3593,2019-10-09
3593,2019-11-09
3593,2019-12-09
3593,2020-01-09
3593,2020-02-14
3593,2020-03-10
3593,2020-04-10
3591,2019-01-07
3591,2019-02-13
3591,2019-03-06
3591,2019-04-08
3591,2019-05-07
3591,2019-06-06
3591,2019-07-08
3591,2019-08-07
3591,2019-09-06
3591,2019-10-07
3591,2019-11-08
3591,2019-12-06
3591,2020-01-07
3591,2020-02-10
3591,2020-03-09
3591,2020-04-08
3588,2019-01-09
3588,2019-02-13
3588,2019-03-08
3588,2019-04-08
3588,2019-05-08
3588,2019-06-06
3588,2019-07-08
3588,2019-08-08
3588,2019-09-09
3588,2019-10-08
3588,2019-11-08
3588,2019-12-09
3588,2020-01-08
3588,2020-02-10
3588,2020-03-09
3588,2020-04-08
3583,2019-01-09
3583,2019-02-13
3583,2019-03-08
3583,2019-04-10
3583,2019-05-10
3583,2019-06-06
3583,2019-07-10
3583,2019-08-07
3583,2019-09-06
3583,2019-10-08
3583,2019-11-08
3583,2019-12-09
3583,2020-01-10
3583,2020-02-07
3583,2020-03-10
3583,2020-04-09
3576,2019-01-07
3576,2019-02-11
3576,2019-03-06
3576,2019-04-08
3576,2019-05-06
3576,2019-06-05
3576,2019-07-05
3576,2019-08-12
3576,2019-09-05
3576,2019-10-09
3576,2019-11-08
3576,2019-12-05
3576,2020-01-07
3576,2020-02-07
3576,2020-03-09
3576,2020-04-07
3563,2019-01-03
3563,2019-02-11
3563,2019-03-05
3563,2019-04-01
3563,2019-05-06
3563,2019-06-04
3563,2019-07-03
3563,2019-08-02
3563,2019-09-03
3563,2019-10-03
3563,2019-11-05
3563,2019-12-04
3563,2020-01-02
3563,2020-02-04
3563,2020-03-03
3563,2020-04-06
3557,2019-01-09
3557,2019-02-12
3557,2019-03-05
3557,2019-04-09
3557,2019-05-07
3557,2019-06-10
3557,2019-07-08
3557,2019-08-07
3557,2019-09-10
3557,2019-10-14
3557,2019-11-11
3557,2019-12-09
3557,2020-01-09
3557,2020-02-10
3557,2020-03-09
3557,2020-04-09
3550,2019-01-09
3550,2019-02-14
3550,2019-03-07
3550,2019-04-08
3550,2019-05-08
3550,2019-06-10
3550,2019-07-08
3550,2019-08-06
3550,2019-09-06
3550,2019-10-14
3550,2019-11-07
3550,2019-12-06
3550,2020-01-07
3550,2020-02-14
3550,2020-03-05
3550,2020-04-08
3545,2019-01-09
3545,2019-02-14
3545,2019-03-08
3545,2019-04-09
3545,2019-05-09
3545,2019-06-06
3545,2019-07-09
3545,2019-08-09
3545,2019-09-09
3545,2019-10-09
3545,2019-11-08
3545,2019-12-09
3545,2020-01-09
3545,2020-02-07
3545,2020-03-09
3545,2020-04-09
3536,2019-01-10
3536,2019-02-15
3536,2019-03-08
3536,2019-04-10
3536,2019-05-10
3536,2019-06-10
3536,2019-07-10
3536,2019-08-12
3536,2019-09-10
3536,2019-10-09
3536,2019-11-08
3536,2019-12-10
3536,2020-01-10
3536,2020-02-15
3536,2020-03-10
3536,2020-04-10
3535,2019-01-10
3535,2019-02-15
3535,2019-03-08
3535,2019-04-10
3535,2019-05-10
3535,2019-06-10
3535,2019-07-10
3535,2019-08-10
3535,2019-09-10
3535,2019-10-09
3535,2019-11-08
3535,2019-12-10
3535,2020-01-10
3535,2020-02-10
3535,2020-03-10
3535,2020-04-10
3533,2019-01-08
3533,2019-02-14
3533,2019-03-08
3533,2019-04-09
3533,2019-05-08
3533,2019-06-06
3533,2019-07-08
3533,2019-08-08
3533,2019-09-06
3533,2019-10-09
3533,2019-11-08
3533,2019-12-09
3533,2020-01-08
3533,2020-02-12
3533,2020-03-09
3533,2020-04-08
3532,2019-01-08
3532,2019-02-13
3532,2019-03-06
3532,2019-04-10
3532,2019-05-06
3532,2019-06-06
3532,2019-07-10
3532,2019-08-06
3532,2019-09-06
3532,2019-10-08
3532,2019-11-05
3532,2019-12-06
3532,2020-01-10
3532,2020-02-06
3532,2020-03-06
3532,2020-04-10
3530,2019-01-10
3530,2019-02-15
3530,2019-03-08
3530,2019-04-10
3530,2019-05-10
3530,2019-06-10
3530,2019-07-10
3530,2019-08-12
3530,2019-09-10
3530,2019-10-09
3530,2019-11-07
3530,2019-12-10
3530,2020-01-07
3530,2020-02-05
3530,2020-03-02
3530,2020-04-06
3528,2019-01-10
3528,2019-02-12
3528,2019-03-08
3528,2019-04-10
3528,2019-05-08
3528,2019-06-10
3528,2019-07-10
3528,2019-08-12
3528,2019-09-10
3528,2019-10-09
3528,2019-11-08
3528,2019-12-09
3528,2020-01-10
3528,2020-02-10
3528,2020-03-10
3528,2020-04-10
3518,2019-01-08
3518,2019-02-11
3518,2019-03-08
3518,2019-04-09
3518,2019-05-08
3518,2019-06-06
3518,2019-07-08
3518,2019-08-08
3518,2019-09-06
3518,2019-10-08
3518,2019-11-08
3518,2019-12-09
3518,2020-01-08
3518,2020-02-14
3518,2020-03-09
3518,2020-04-08
3515,2019-01-10
3515,2019-02-15
3515,2019-03-08
3515,2019-04-10
3515,2019-05-10
3515,2019-06-10
3515,2019-07-10
3515,2019-08-12
3515,2019-09-10
3515,2019-10-09
3515,2019-11-11
3515,2019-12-10
3515,2020-01-10
3515,2020-02-07
3515,2020-03-10
3515,2020-04-08
3504,2019-01-09
3504,2019-02-15
3504,2019-03-08
3504,2019-04-09
3504,2019-05-09
3504,2019-06-10
3504,2019-07-09
3504,2019-08-12
3504,2019-09-09
3504,2019-10-09
3504,2019-11-08
3504,2019-12-09
3504,2020-01-09
3504,2020-02-14
3504,2020-03-10
3504,2020-04-10
3501,2019-01-08
3501,2019-02-14
3501,2019-03-08
3501,2019-04-09
3501,2019-05-10
3501,2019-06-10
3501,2019-07-09
3501,2019-08-08
3501,2019-09-09
3501,2019-10-08
3501,2019-11-08
3501,2019-12-09
3501,2020-01-09
3501,2020-02-10
3501,2020-03-09
3501,2020-04-09
3494,2019-01-10
3494,2019-02-15
3494,2019-03-08
3494,2019-04-10
3494,2019-05-10
3494,2019-06-10
3494,2019-07-10
3494,2019-08-08
3494,2019-09-10
3494,2019-10-09
3494,2019-11-08
3494,2019-12-10
3494,2020-01-10
3494,2020-02-15
3494,2020-03-10
3494,2020-04-10
3481,2019-01-09
3481,2019-02-14
3481,2019-03-08
3481,2019-04-09
3481,2019-05-09
3481,2019-06-06
3481,2019-07-09
3481,2019-08-09
3481,2019-09-09
3481,2019-10-09
3481,2019-11-08
3481,2019-12-09
3481,2020-01-09
3481,2020-02-13
3481,2020-03-09
3481,2020-04-09
3454,2019-01-04
3454,2019-02-11
3454,2019-03-04
3454,2019-04-04
3454,2019-05-04
3454,2019-06-04
3454,2019-07-04
3454,2019-08-04
3454,2019-09-04
3454,2019-10-04
3454,2019-11-04
3454,2019-12-04
3454,2020-01-04
3454,2020-02-04
3454,2020-03-04
3454,2020-04-04
3450,2019-01-07
3450,2019-02-12
3450,2019-03-07
3450,2019-04-08
3450,2019-05-07
3450,2019-06-06
3450,2019-07-08
3450,2019-08-07
3450,2019-09-06
3450,2019-10-07
3450,2019-11-07
3450,2019-12-06
3450,2020-01-07
3450,2020-02-07
3450,2020-03-06
3450,2020-04-07
3443,2019-01-07
3443,2019-02-11
3443,2019-03-05
3443,2019-04-08
3443,2019-05-06
3443,2019-06-05
3443,2019-07-05
3443,2019-08-05
3443,2019-09-05
3443,2019-10-05
3443,2019-11-05
3443,2019-12-05
3443,2020-01-06
3443,2020-02-05
3443,2020-03-05
3443,2020-04-06
3437,2019-01-09
3437,2019-02-13
3437,2019-03-08
3437,2019-04-09
3437,2019-05-09
3437,2019-06-06
3437,2019-07-09
3437,2019-08-08
3437,2019-09-10
3437,2019-10-08
3437,2019-11-08
3437,2019-12-10
3437,2020-01-10
3437,2020-02-10
3437,2020-03-09
3437,2020-04-09
3432,2019-01-10
3432,2019-02-11
3432,2019-03-08
3432,2019-04-10
3432,2019-05-10
3432,2019-06-10
3432,2019-07-10
3432,2019-08-08
3432,2019-09-10
3432,2019-10-09
3432,2019-11-08
3432,2019-12-10
3432,2020-01-10
3432,2020-02-10
3432,2020-03-10
3432,2020-04-10
3419,2019-01-10
3419,2019-02-15
3419,2019-03-08
3419,2019-04-10
3419,2019-05-10
3419,2019-06-10
3419,2019-07-10
3419,2019-08-09
3419,2019-09-10
3419,2019-10-09
3419,2019-11-08
3419,2019-12-10
3419,2020-01-10
3419,2020-02-10
3419,2020-03-10
3419,2020-04-10
3416,2019-01-07
3416,2019-02-13
3416,2019-03-07
3416,2019-04-08
3416,2019-05-07
3416,2019-06-06
3416,2019-07-05
3416,2019-08-07
3416,2019-09-06
3416,2019-10-08
3416,2019-11-07
3416,2019-12-09
3416,2020-01-08
3416,2020-02-07
3416,2020-03-06
3416,2020-04-08
3413,2019-01-10
3413,2019-02-15
3413,2019-03-08
3413,2019-04-10
3413,2019-05-10
3413,2019-06-10
3413,2019-07-10
3413,2019-08-09
3413,2019-09-10
3413,2019-10-09
3413,2019-11-08
3413,2019-12-10
3413,2020-01-10
3413,2020-02-10
3413,2020-03-10
3413,2020-04-10
3406,2019-01-08
3406,2019-02-15
3406,2019-03-08
3406,2019-04-08
3406,2019-05-07
3406,2019-06-10
3406,2019-07-08
3406,2019-08-07
3406,2019-09-09
3406,2019-10-08
3406,2019-11-08
3406,2019-12-09
3406,2020-01-07
3406,2020-02-11
3406,2020-03-06
3406,2020-04-08
3383,2019-01-10
3383,2019-02-15
3383,2019-03-08
3383,2019-04-10
3383,2019-05-10
3383,2019-06-10
3383,2019-07-10
3383,2019-08-12
3383,2019-09-10
3383,2019-10-09
3383,2019-11-08
3383,2019-12-10
3383,2020-01-10
3383,2020-02-14
3383,2020-03-10
3383,2020-04-10
3380,2019-01-10
3380,2019-02-15
3380,2019-03-08
3380,2019-04-10
3380,2019-05-10
3380,2019-06-10
3380,2019-07-10
3380,2019-08-12
3380,2019-09-09
3380,2019-10-09
3380,2019-11-08
3380,2019-12-10
3380,2020-01-10
3380,2020-02-10
3380,2020-03-10
3380,2020-04-10
3376,2019-01-09
3376,2019-02-14
3376,2019-03-08
3376,2019-04-09
3376,2019-05-09
3376,2019-06-06
3376,2019-07-09
3376,2019-08-08
3376,2019-09-09
3376,2019-10-09
3376,2019-11-08
3376,2019-12-09
3376,2020-01-09
3376,2020-02-14
3376,2020-03-09
3376,2020-04-09
3356,2019-01-10
3356,2019-02-15
3356,2019-03-08
3356,2019-04-10
3356,2019-05-09
3356,2019-06-10
3356,2019-07-10
3356,2019-08-12
3356,2019-09-10
3356,2019-10-09
3356,2019-11-08
3356,2019-12-10
3356,2020-01-10
3356,2020-02-10
3356,2020-03-10
3356,2020-04-10
3346,2019-01-10
3346,2019-02-15
3346,2019-03-08
3346,2019-04-10
3346,2019-05-10
3346,2019-06-10
3346,2019-07-10
3346,2019-08-12
3346,2019-09-10
3346,2019-10-14
3346,2019-11-11
3346,2019-12-10
3346,2020-01-10
3346,2020-02-14
3346,2020-03-10
3346,2020-04-10
3338,2019-01-07
3338,2019-02-13
3338,2019-03-07
3338,2019-04-08
3338,2019-05-07
3338,2019-06-05
3338,2019-07-04
3338,2019-08-06
3338,2019-09-05
3338,2019-10-07
3338,2019-11-07
3338,2019-12-05
3338,2020-01-06
3338,2020-02-10
3338,2020-03-05
3338,2020-04-06
3321,2019-01-07
3321,2019-02-12
3321,2019-03-07
3321,2019-04-10
3321,2019-05-09
3321,2019-06-10
3321,2019-07-10
3321,2019-08-09
3321,2019-09-10
3321,2019-10-07
3321,2019-11-11
3321,2019-12-10
3321,2020-01-10
3321,2020-02-15
3321,2020-03-10
3321,2020-04-10
3312,2019-01-10
3312,2019-02-15
3312,2019-03-08
3312,2019-04-09
3312,2019-05-10
3312,2019-06-06
3312,2019-07-08
3312,2019-08-06
3312,2019-09-06
3312,2019-10-05
3312,2019-11-07
3312,2019-12-06
3312,2020-01-07
3312,2020-02-13
3312,2020-03-09
3312,2020-04-08
3311,2019-01-07
3311,2019-02-12
3311,2019-03-06
3311,2019-04-08
3311,2019-05-06
3311,2019-06-06
3311,2019-07-08
3311,2019-08-06
3311,2019-09-06
3311,2019-10-07
3311,2019-11-06
3311,2019-12-06
3311,2020-01-06
3311,2020-02-06
3311,2020-03-06
3311,2020-04-08
3308,2019-01-10
3308,2019-02-14
3308,2019-03-08
3308,2019-04-10
3308,2019-05-10
3308,2019-06-10
3308,2019-07-08
3308,2019-08-07
3308,2019-09-09
3308,2019-10-09
3308,2019-11-08
3308,2019-12-10
3308,2020-01-09
3308,2020-02-13
3308,2020-03-09
3308,2020-04-10
3305,2019-01-08
3305,2019-02-14
3305,2019-03-08
3305,2019-04-09
3305,2019-05-10
3305,2019-06-06
3305,2019-07-08
3305,2019-08-08
3305,2019-09-09
3305,2019-10-08
3305,2019-11-08
3305,2019-12-09
3305,2020-01-09
3305,2020-02-15
3305,2020-03-10
3305,2020-04-10
3296,2019-01-10
3296,2019-02-15
3296,2019-03-08
3296,2019-04-10
3296,2019-05-10
3296,2019-06-10
3296,2019-07-10
3296,2019-08-08
3296,2019-09-10
3296,2019-10-09
3296,2019-11-08
3296,2019-12-10
3296,2020-01-10
3296,2020-02-10
3296,2020-03-10
3296,2020-04-10
3266,2019-01-09
3266,2019-02-14
3266,2019-03-08
3266,2019-04-09
3266,2019-05-09
3266,2019-06-10
3266,2019-07-10
3266,2019-08-08
3266,2019-09-09
3266,2019-10-09
3266,2019-11-08
3266,2019-12-09
3266,2020-01-09
3266,2020-02-10
3266,2020-03-09
3266,2020-04-09
3257,2019-01-08
3257,2019-02-15
3257,2019-03-08
3257,2019-04-10
3257,2019-05-10
3257,2019-06-10
